time,open,Price,high,low,Volume,Sell_Point
2024/11/26 9:30,8.35,8.35,8.35,8.35,8267,0
2024/11/26 9:31,8.35,8.28,8.36,8.28,23979,0
2024/11/26 9:32,8.28,8.34,8.36,8.28,20373,0
2024/11/26 9:33,8.33,8.36,8.36,8.3,20554,0
2024/11/26 9:34,8.35,8.37,8.37,8.33,11377,0
2024/11/26 9:35,8.38,8.4,8.41,8.38,10707,0
2024/11/26 9:36,8.4,8.37,8.4,8.36,9733,0
2024/11/26 9:37,8.39,8.38,8.4,8.36,8532,0
2024/11/26 9:38,8.37,8.33,8.37,8.33,10204,0
2024/11/26 9:39,8.33,8.37,8.38,8.33,9865,0
2024/11/26 9:40,8.35,8.33,8.35,8.32,13337,0
2024/11/26 9:41,8.33,8.36,8.36,8.33,7208,0
2024/11/26 9:42,8.36,8.38,8.38,8.35,5820,0
2024/11/26 9:43,8.38,8.41,8.42,8.38,8067,0
2024/11/26 9:44,8.41,8.4,8.41,8.39,8142,0
2024/11/26 9:45,8.4,8.39,8.4,8.39,7569,1
2024/11/26 9:46,8.4,8.43,8.43,8.4,4210,1
2024/11/26 9:47,8.43,8.44,8.44,8.42,8943,1
2024/11/26 9:48,8.45,8.44,8.46,8.44,15388,1
2024/11/26 9:49,8.45,8.44,8.45,8.44,7136,1
2024/11/26 9:50,8.44,8.42,8.44,8.41,12410,1
2024/11/26 9:51,8.42,8.39,8.42,8.39,9687,1
2024/11/26 9:52,8.39,8.4,8.4,8.38,5106,1
2024/11/26 9:53,8.39,8.41,8.41,8.39,5575,0
2024/11/26 9:54,8.4,8.37,8.4,8.37,8117,0
2024/11/26 9:55,8.37,8.35,8.37,8.35,5582,0
2024/11/26 9:56,8.35,8.37,8.37,8.35,6698,0
2024/11/26 9:57,8.36,8.33,8.36,8.32,12346,0
2024/11/26 9:58,8.33,8.33,8.34,8.33,7159,0
2024/11/26 9:59,8.33,8.31,8.33,8.31,11063,0
2024/11/26 10:00,8.31,8.34,8.35,8.3,9281,0
2024/11/26 10:01,8.33,8.32,8.34,8.32,5382,0
2024/11/26 10:02,8.32,8.32,8.32,8.31,5028,0
2024/11/26 10:03,8.31,8.33,8.34,8.31,5094,0
2024/11/26 10:04,8.34,8.36,8.37,8.34,5858,0
2024/11/26 10:05,8.35,8.36,8.37,8.35,5138,0
2024/11/26 10:06,8.36,8.37,8.38,8.35,7605,0
2024/11/26 10:07,8.37,8.37,8.38,8.36,3285,0
2024/11/26 10:08,8.37,8.33,8.37,8.33,8550,0
2024/11/26 10:09,8.33,8.34,8.35,8.33,3862,0
2024/11/26 10:10,8.34,8.34,8.34,8.33,4550,0
2024/11/26 10:11,8.34,8.31,8.34,8.31,4804,0
2024/11/26 10:12,8.31,8.31,8.32,8.31,3538,0
2024/11/26 10:13,8.32,8.32,8.32,8.31,4149,0
2024/11/26 10:14,8.31,8.29,8.32,8.28,36609,0
2024/11/26 10:15,8.28,8.28,8.29,8.28,7642,0
2024/11/26 10:16,8.28,8.29,8.3,8.28,7392,0
2024/11/26 10:17,8.3,8.3,8.31,8.29,4677,0
2024/11/26 10:18,8.3,8.28,8.3,8.27,8306,0
2024/11/26 10:19,8.27,8.23,8.27,8.22,18441,0
2024/11/26 10:20,8.23,8.24,8.24,8.21,12347,0
2024/11/26 10:21,8.23,8.26,8.26,8.23,7261,0
2024/11/26 10:22,8.26,8.25,8.26,8.24,4287,0
2024/11/26 10:23,8.25,8.24,8.25,8.24,4815,0
2024/11/26 10:24,8.25,8.24,8.25,8.24,3984,0
2024/11/26 10:25,8.25,8.25,8.26,8.24,8964,0
2024/11/26 10:26,8.26,8.27,8.27,8.25,2576,0
2024/11/26 10:27,8.27,8.27,8.28,8.27,3824,0
2024/11/26 10:28,8.27,8.28,8.28,8.27,3890,0
2024/11/26 10:29,8.27,8.26,8.27,8.26,5537,0
2024/11/26 10:30,8.26,8.25,8.26,8.25,4383,0
2024/11/26 10:31,8.25,8.24,8.25,8.24,5159,0
2024/11/26 10:32,8.25,8.25,8.26,8.25,4680,0
2024/11/26 10:33,8.25,8.25,8.26,8.25,3346,0
2024/11/26 10:34,8.25,8.23,8.25,8.23,5139,0
2024/11/26 10:35,8.24,8.23,8.24,8.22,5551,0
2024/11/26 10:36,8.22,8.22,8.23,8.22,4528,0
2024/11/26 10:37,8.22,8.26,8.26,8.22,11422,0
2024/11/26 10:38,8.25,8.25,8.26,8.25,2697,0
2024/11/26 10:39,8.25,8.24,8.25,8.23,2786,0
2024/11/26 10:40,8.24,8.23,8.24,8.23,2975,0
2024/11/26 10:41,8.23,8.24,8.24,8.23,4278,0
2024/11/26 10:42,8.24,8.24,8.25,8.23,5519,0
2024/11/26 10:43,8.25,8.25,8.26,8.24,2837,0
2024/11/26 10:44,8.26,8.28,8.28,8.25,4796,0
2024/11/26 10:45,8.28,8.28,8.3,8.27,4019,0
2024/11/26 10:46,8.28,8.29,8.29,8.28,2207,0
2024/11/26 10:47,8.29,8.27,8.29,8.27,3032,0
2024/11/26 10:48,8.27,8.27,8.28,8.27,1389,0
2024/11/26 10:49,8.27,8.28,8.28,8.26,4128,0
2024/11/26 10:50,8.28,8.31,8.33,8.28,5385,0
2024/11/26 10:51,8.32,8.32,8.32,8.31,2273,0
2024/11/26 10:52,8.32,8.33,8.33,8.32,2000,0
2024/11/26 10:53,8.33,8.33,8.34,8.32,2650,0
2024/11/26 10:54,8.32,8.32,8.33,8.31,2509,0
2024/11/26 10:55,8.31,8.29,8.31,8.29,1878,0
2024/11/26 10:56,8.3,8.28,8.3,8.28,929,0
2024/11/26 10:57,8.28,8.27,8.28,8.27,1886,0
2024/11/26 10:58,8.28,8.27,8.28,8.27,1488,0
2024/11/26 10:59,8.27,8.25,8.28,8.25,3382,0
2024/11/26 11:00,8.26,8.26,8.26,8.25,3963,0
2024/11/26 11:01,8.26,8.28,8.28,8.25,1966,0
2024/11/26 11:02,8.28,8.29,8.29,8.27,1378,0
2024/11/26 11:03,8.28,8.28,8.29,8.28,1052,0
2024/11/26 11:04,8.28,8.29,8.29,8.28,1153,0
2024/11/26 11:05,8.28,8.3,8.3,8.28,1260,0
2024/11/26 11:06,8.28,8.28,8.29,8.28,995,0
2024/11/26 11:07,8.29,8.29,8.29,8.28,646,0
2024/11/26 11:08,8.28,8.28,8.28,8.27,1236,0
2024/11/26 11:09,8.28,8.31,8.31,8.27,3236,0
2024/11/26 11:10,8.31,8.32,8.32,8.3,1838,0
2024/11/26 11:11,8.31,8.31,8.32,8.3,1721,0
2024/11/26 11:12,8.31,8.31,8.31,8.3,1666,0
2024/11/26 11:13,8.31,8.33,8.33,8.31,3477,0
2024/11/26 11:14,8.33,8.34,8.34,8.32,2004,0
2024/11/26 11:15,8.34,8.33,8.34,8.33,1794,0
2024/11/26 11:16,8.34,8.32,8.34,8.32,3121,0
2024/11/26 11:17,8.32,8.31,8.32,8.31,519,0
2024/11/26 11:18,8.32,8.32,8.32,8.31,2101,0
2024/11/26 11:19,8.32,8.34,8.34,8.32,1933,0
2024/11/26 11:20,8.34,8.35,8.36,8.34,4577,0
2024/11/26 11:21,8.35,8.35,8.36,8.35,2262,0
2024/11/26 11:22,8.36,8.35,8.36,8.35,2529,0
2024/11/26 11:23,8.35,8.36,8.37,8.35,3686,0
2024/11/26 11:24,8.36,8.35,8.37,8.35,1838,0
2024/11/26 11:25,8.35,8.36,8.37,8.35,3226,0
2024/11/26 11:26,8.36,8.34,8.36,8.34,3020,0
2024/11/26 11:27,8.34,8.36,8.36,8.34,2850,0
2024/11/26 11:28,8.36,8.36,8.36,8.35,1194,0
2024/11/26 11:29,8.36,8.37,8.37,8.36,3766,0
2024/11/26 11:30,8.37,8.37,8.37,8.36,1358,0
2024/11/26 13:01,8.37,8.35,8.38,8.35,7410,0
2024/11/26 13:02,8.35,8.35,8.36,8.34,4461,0
2024/11/26 13:03,8.35,8.35,8.35,8.34,2363,0
2024/11/26 13:04,8.35,8.34,8.35,8.34,1697,0
2024/11/26 13:05,8.33,8.32,8.34,8.32,1430,0
2024/11/26 13:06,8.31,8.3,8.31,8.3,3804,0
2024/11/26 13:07,8.3,8.31,8.33,8.3,2422,0
2024/11/26 13:08,8.31,8.3,8.31,8.3,1621,0
2024/11/26 13:09,8.31,8.3,8.31,8.3,964,0
2024/11/26 13:10,8.31,8.31,8.32,8.3,3413,0
2024/11/26 13:11,8.31,8.31,8.32,8.31,1657,0
2024/11/26 13:12,8.31,8.3,8.31,8.29,3126,0
2024/11/26 13:13,8.29,8.28,8.29,8.28,1290,0
2024/11/26 13:14,8.28,8.28,8.29,8.27,3117,0
2024/11/26 13:15,8.29,8.29,8.29,8.28,1720,0
2024/11/26 13:16,8.29,8.28,8.29,8.28,2197,0
2024/11/26 13:17,8.28,8.28,8.29,8.28,917,0
2024/11/26 13:18,8.28,8.28,8.29,8.28,2385,0
2024/11/26 13:19,8.29,8.27,8.29,8.27,3382,0
2024/11/26 13:20,8.27,8.27,8.27,8.26,2983,0
2024/11/26 13:21,8.27,8.28,8.28,8.26,1712,0
2024/11/26 13:22,8.27,8.27,8.28,8.27,2571,0
2024/11/26 13:23,8.28,8.29,8.29,8.27,1493,0
2024/11/26 13:24,8.29,8.27,8.29,8.27,2087,0
2024/11/26 13:25,8.27,8.29,8.29,8.27,1999,0
2024/11/26 13:26,8.29,8.3,8.3,8.29,902,0
2024/11/26 13:27,8.3,8.3,8.3,8.29,1827,0
2024/11/26 13:28,8.29,8.29,8.29,8.28,2793,0
2024/11/26 13:29,8.28,8.28,8.29,8.28,2860,0
2024/11/26 13:30,8.28,8.27,8.28,8.27,1181,0
2024/11/26 13:31,8.27,8.29,8.29,8.27,1539,0
2024/11/26 13:32,8.29,8.33,8.33,8.29,3930,0
2024/11/26 13:33,8.33,8.3,8.33,8.29,7274,0
2024/11/26 13:34,8.3,8.3,8.3,8.29,1950,0
2024/11/26 13:35,8.29,8.28,8.3,8.28,1417,0
2024/11/26 13:36,8.29,8.29,8.29,8.28,984,0
2024/11/26 13:37,8.29,8.29,8.29,8.28,944,0
2024/11/26 13:38,8.28,8.28,8.29,8.28,2066,0
2024/11/26 13:39,8.29,8.28,8.29,8.28,2781,0
2024/11/26 13:40,8.29,8.28,8.3,8.28,3147,0
2024/11/26 13:41,8.28,8.28,8.29,8.28,1692,0
2024/11/26 13:42,8.28,8.3,8.3,8.28,1074,0
2024/11/26 13:43,8.3,8.28,8.3,8.28,5492,0
2024/11/26 13:44,8.27,8.27,8.28,8.27,2973,0
2024/11/26 13:45,8.27,8.28,8.28,8.27,1323,0
2024/11/26 13:46,8.27,8.28,8.28,8.27,2489,0
2024/11/26 13:47,8.27,8.26,8.27,8.26,2656,0
2024/11/26 13:48,8.26,8.25,8.26,8.25,10195,0
2024/11/26 13:49,8.25,8.23,8.25,8.23,5168,0
2024/11/26 13:50,8.23,8.23,8.23,8.22,6600,0
2024/11/26 13:51,8.23,8.26,8.26,8.23,3862,0
2024/11/26 13:52,8.26,8.24,8.26,8.24,2798,0
2024/11/26 13:53,8.24,8.24,8.24,8.23,2667,0
2024/11/26 13:54,8.24,8.25,8.25,8.24,1289,0
2024/11/26 13:55,8.25,8.25,8.26,8.24,2022,0
2024/11/26 13:56,8.25,8.26,8.26,8.25,2226,0
2024/11/26 13:57,8.25,8.26,8.27,8.25,1992,0
2024/11/26 13:58,8.26,8.26,8.27,8.26,1963,0
2024/11/26 13:59,8.25,8.24,8.26,8.24,2530,0
2024/11/26 14:00,8.25,8.25,8.25,8.24,1387,0
2024/11/26 14:01,8.25,8.26,8.26,8.25,1399,0
2024/11/26 14:02,8.26,8.25,8.26,8.25,1042,0
2024/11/26 14:03,8.25,8.25,8.26,8.24,2862,0
2024/11/26 14:04,8.25,8.25,8.25,8.24,3733,0
2024/11/26 14:05,8.25,8.26,8.26,8.25,1895,0
2024/11/26 14:06,8.26,8.28,8.28,8.26,2792,0
2024/11/26 14:07,8.28,8.28,8.29,8.28,1830,0
2024/11/26 14:08,8.28,8.29,8.29,8.28,1428,0
2024/11/26 14:09,8.29,8.29,8.29,8.28,3147,0
2024/11/26 14:10,8.29,8.28,8.29,8.28,913,0
2024/11/26 14:11,8.28,8.28,8.28,8.26,1252,0
2024/11/26 14:12,8.28,8.26,8.28,8.26,1146,0
2024/11/26 14:13,8.26,8.27,8.28,8.26,2799,0
2024/11/26 14:14,8.26,8.28,8.28,8.26,928,0
2024/11/26 14:15,8.27,8.29,8.29,8.27,1373,0
2024/11/26 14:16,8.28,8.29,8.29,8.28,2454,0
2024/11/26 14:17,8.28,8.28,8.29,8.28,1554,0
2024/11/26 14:18,8.28,8.28,8.29,8.28,2014,0
2024/11/26 14:19,8.28,8.27,8.28,8.27,1027,0
2024/11/26 14:20,8.27,8.27,8.28,8.27,1284,0
2024/11/26 14:21,8.27,8.28,8.28,8.27,892,0
2024/11/26 14:22,8.28,8.27,8.28,8.27,1215,0
2024/11/26 14:23,8.28,8.28,8.28,8.27,1806,0
2024/11/26 14:24,8.28,8.28,8.28,8.27,2750,0
2024/11/26 14:25,8.28,8.28,8.28,8.27,1506,0
2024/11/26 14:26,8.29,8.28,8.29,8.28,976,0
2024/11/26 14:27,8.29,8.27,8.29,8.27,2538,0
2024/11/26 14:28,8.27,8.26,8.28,8.26,6929,0
2024/11/26 14:29,8.27,8.24,8.27,8.24,12290,0
2024/11/26 14:30,8.24,8.25,8.25,8.24,3030,0
2024/11/26 14:31,8.25,8.25,8.26,8.25,2628,0
2024/11/26 14:32,8.25,8.26,8.26,8.25,1301,0
2024/11/26 14:33,8.25,8.24,8.25,8.23,10668,0
2024/11/26 14:34,8.23,8.22,8.24,8.22,8328,0
2024/11/26 14:35,8.22,8.22,8.23,8.22,8572,0
2024/11/26 14:36,8.22,8.22,8.23,8.21,7289,0
2024/11/26 14:37,8.21,8.21,8.22,8.21,9359,0
2024/11/26 14:38,8.22,8.22,8.22,8.21,7996,0
2024/11/26 14:39,8.22,8.21,8.22,8.21,7808,0
2024/11/26 14:40,8.22,8.22,8.23,8.21,7316,0
2024/11/26 14:41,8.23,8.24,8.24,8.22,4117,0
2024/11/26 14:42,8.25,8.24,8.25,8.24,8181,0
2024/11/26 14:43,8.25,8.23,8.25,8.23,3911,0
2024/11/26 14:44,8.24,8.22,8.24,8.22,5782,0
2024/11/26 14:45,8.23,8.22,8.23,8.22,5037,0
2024/11/26 14:46,8.22,8.22,8.23,8.21,5499,0
2024/11/26 14:47,8.21,8.2,8.21,8.2,14951,0
2024/11/26 14:48,8.2,8.18,8.21,8.18,30990,0
2024/11/26 14:49,8.18,8.17,8.18,8.16,14848,0
2024/11/26 14:50,8.17,8.18,8.18,8.17,9359,0
2024/11/26 14:51,8.18,8.19,8.2,8.18,8377,0
2024/11/26 14:52,8.19,8.2,8.2,8.19,6708,0
2024/11/26 14:53,8.2,8.19,8.2,8.19,8544,0
2024/11/26 14:54,8.2,8.19,8.2,8.19,10514,0
2024/11/26 14:55,8.19,8.18,8.19,8.18,18691,0
2024/11/26 14:56,8.18,8.16,8.18,8.16,22730,0
2024/11/26 14:57,8.17,8.17,8.17,8.17,18968,0
2024/11/26 14:58,8.17,8.17,8.17,8.17,137,0
2024/11/26 14:59,8.17,8.17,8.17,8.17,0,0
2024/11/26 15:00,8.17,8.15,8.17,8.15,37596,0
